id,conversation_id,role,content,token_count,created_at
163,b651a5ff-225c-4632-adb0-f0d624796149,user,¿Cuándo empieza el curso de SSOMA?,13,2026-06-02 23:46:48.357148+00
164,b651a5ff-225c-4632-adb0-f0d624796149,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",25,2026-06-02 23:47:48.357148+00
165,b651a5ff-225c-4632-adb0-f0d624796149,user,¿Cómo me inscribo a un programa?,10,2026-06-02 23:48:48.357148+00
166,b651a5ff-225c-4632-adb0-f0d624796149,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,42,2026-06-02 23:49:48.357148+00
167,cbc265cc-be89-4bb2-8cf5-21424a4e381f,user,¿Cuánto cuesta el curso de gestión de calidad?,14,2026-05-15 23:46:48.357148+00
168,cbc265cc-be89-4bb2-8cf5-21424a4e381f,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,26,2026-05-15 23:47:48.357148+00
169,cbc265cc-be89-4bb2-8cf5-21424a4e381f,user,¿Las clases son virtuales o presenciales?,9,2026-05-15 23:48:48.357148+00
170,cbc265cc-be89-4bb2-8cf5-21424a4e381f,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,34,2026-05-15 23:49:48.357148+00
171,cbc265cc-be89-4bb2-8cf5-21424a4e381f,user,¿Cuánto cuesta el curso de gestión de calidad?,14,2026-05-15 23:50:48.357148+00
172,cbc265cc-be89-4bb2-8cf5-21424a4e381f,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,30,2026-05-15 23:51:48.357148+00
173,323df8c4-b744-425f-9eea-cd9b8c8ded5f,user,¿Qué es el CEE?,14,2026-05-31 23:46:48.357148+00
174,323df8c4-b744-425f-9eea-cd9b8c8ded5f,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",32,2026-05-31 23:47:48.357148+00
175,323df8c4-b744-425f-9eea-cd9b8c8ded5f,user,¿Qué es el CEE?,8,2026-05-31 23:48:48.357148+00
176,323df8c4-b744-425f-9eea-cd9b8c8ded5f,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",35,2026-05-31 23:49:48.357148+00
177,463246c9-3e1b-4166-affc-14948129df48,user,¿Las clases son virtuales o presenciales?,14,2026-05-28 23:46:48.357148+00
178,463246c9-3e1b-4166-affc-14948129df48,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,43,2026-05-28 23:47:48.357148+00
179,463246c9-3e1b-4166-affc-14948129df48,user,¿Cuánto cuesta el curso de gestión de calidad?,14,2026-05-28 23:48:48.357148+00
180,463246c9-3e1b-4166-affc-14948129df48,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,30,2026-05-28 23:49:48.357148+00
181,463246c9-3e1b-4166-affc-14948129df48,user,¿Tienen cursos de logística y procesos?,11,2026-05-28 23:50:48.357148+00
182,463246c9-3e1b-4166-affc-14948129df48,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",35,2026-05-28 23:51:48.357148+00
183,ee7806db-4b21-4d87-a3ac-957ac15bd4e2,user,¿Qué es el CEE?,9,2026-05-13 23:46:48.357148+00
184,ee7806db-4b21-4d87-a3ac-957ac15bd4e2,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",38,2026-05-13 23:47:48.357148+00
185,ee7806db-4b21-4d87-a3ac-957ac15bd4e2,user,¿Tienen cursos de logística y procesos?,15,2026-05-13 23:48:48.357148+00
186,ee7806db-4b21-4d87-a3ac-957ac15bd4e2,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",34,2026-05-13 23:49:48.357148+00
187,ee7806db-4b21-4d87-a3ac-957ac15bd4e2,user,¿Cuándo empieza el curso de SSOMA?,8,2026-05-13 23:50:48.357148+00
188,ee7806db-4b21-4d87-a3ac-957ac15bd4e2,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",36,2026-05-13 23:51:48.357148+00
189,733f2e90-27ce-4020-83d2-881be5e1d738,user,¿Cómo me inscribo a un programa?,9,2026-06-02 23:46:48.357148+00
190,733f2e90-27ce-4020-83d2-881be5e1d738,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,36,2026-06-02 23:47:48.357148+00
191,733f2e90-27ce-4020-83d2-881be5e1d738,user,¿Cuánto cuesta el curso de gestión de calidad?,10,2026-06-02 23:48:48.357148+00
192,733f2e90-27ce-4020-83d2-881be5e1d738,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,33,2026-06-02 23:49:48.357148+00
193,733f2e90-27ce-4020-83d2-881be5e1d738,user,¿Cuándo empieza el curso de SSOMA?,14,2026-06-02 23:50:48.357148+00
194,733f2e90-27ce-4020-83d2-881be5e1d738,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",33,2026-06-02 23:51:48.357148+00
195,5da8ba9d-dddb-44e0-b955-0d8763a4f1cc,user,¿Cuánto cuesta el curso de gestión de calidad?,11,2026-05-28 23:46:48.357148+00
196,5da8ba9d-dddb-44e0-b955-0d8763a4f1cc,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,25,2026-05-28 23:47:48.357148+00
197,5da8ba9d-dddb-44e0-b955-0d8763a4f1cc,user,¿Cuánto cuesta el curso de gestión de calidad?,13,2026-05-28 23:48:48.357148+00
198,5da8ba9d-dddb-44e0-b955-0d8763a4f1cc,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,35,2026-05-28 23:49:48.357148+00
199,5da8ba9d-dddb-44e0-b955-0d8763a4f1cc,user,¿El certificado es a nombre de la UNI?,11,2026-05-28 23:50:48.357148+00
200,5da8ba9d-dddb-44e0-b955-0d8763a4f1cc,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",38,2026-05-28 23:51:48.357148+00
201,ee611ac4-c5f0-4186-8a67-33a0b264e482,user,¿Cuánto cuesta el curso de gestión de calidad?,10,2026-05-22 23:46:48.357148+00
202,ee611ac4-c5f0-4186-8a67-33a0b264e482,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,28,2026-05-22 23:47:48.357148+00
203,ee611ac4-c5f0-4186-8a67-33a0b264e482,user,¿Las clases son virtuales o presenciales?,11,2026-05-22 23:48:48.357148+00
204,ee611ac4-c5f0-4186-8a67-33a0b264e482,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,33,2026-05-22 23:49:48.357148+00
205,0a8a175d-b23b-4028-868a-8b956546025b,user,¿Tienen cursos de logística y procesos?,14,2026-05-27 23:46:48.357148+00
206,0a8a175d-b23b-4028-868a-8b956546025b,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",43,2026-05-27 23:47:48.357148+00
207,a99cfa05-5610-431b-a012-20a990831839,user,¿Cuándo empieza el curso de SSOMA?,12,2026-05-20 23:46:48.357148+00
208,a99cfa05-5610-431b-a012-20a990831839,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",37,2026-05-20 23:47:48.357148+00
209,a99cfa05-5610-431b-a012-20a990831839,user,¿Tienen cursos de logística y procesos?,8,2026-05-20 23:48:48.357148+00
210,a99cfa05-5610-431b-a012-20a990831839,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",35,2026-05-20 23:49:48.357148+00
211,a99cfa05-5610-431b-a012-20a990831839,user,¿El certificado es a nombre de la UNI?,10,2026-05-20 23:50:48.357148+00
212,a99cfa05-5610-431b-a012-20a990831839,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",36,2026-05-20 23:51:48.357148+00
213,a50ab637-b4cb-49ac-bbe4-bef1077c13bd,user,¿Cómo me inscribo a un programa?,10,2026-06-01 23:46:48.357148+00
214,a50ab637-b4cb-49ac-bbe4-bef1077c13bd,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,29,2026-06-01 23:47:48.357148+00
215,a50ab637-b4cb-49ac-bbe4-bef1077c13bd,user,¿Cuándo empieza el curso de SSOMA?,13,2026-06-01 23:48:48.357148+00
216,a50ab637-b4cb-49ac-bbe4-bef1077c13bd,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",34,2026-06-01 23:49:48.357148+00
217,a50ab637-b4cb-49ac-bbe4-bef1077c13bd,user,¿Cómo me inscribo a un programa?,8,2026-06-01 23:50:48.357148+00
218,a50ab637-b4cb-49ac-bbe4-bef1077c13bd,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,27,2026-06-01 23:51:48.357148+00
219,8987cf7a-c6db-46ec-bb51-0fea6d7f2029,user,¿Cuánto cuesta el curso de gestión de calidad?,15,2026-05-18 23:46:48.357148+00
220,8987cf7a-c6db-46ec-bb51-0fea6d7f2029,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,29,2026-05-18 23:47:48.357148+00
221,e5b66946-0770-4f6d-9107-5e2286426fca,user,¿Cómo me inscribo a un programa?,12,2026-05-24 23:46:48.357148+00
222,e5b66946-0770-4f6d-9107-5e2286426fca,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,25,2026-05-24 23:47:48.357148+00
223,e5b66946-0770-4f6d-9107-5e2286426fca,user,¿Las clases son virtuales o presenciales?,9,2026-05-24 23:48:48.357148+00
224,e5b66946-0770-4f6d-9107-5e2286426fca,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,27,2026-05-24 23:49:48.357148+00
225,30ea8c62-5f66-43b2-9ea8-534c1cd6d881,user,¿Cuándo empieza el curso de SSOMA?,9,2026-05-30 23:46:48.357148+00
226,30ea8c62-5f66-43b2-9ea8-534c1cd6d881,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",37,2026-05-30 23:47:48.357148+00
227,e97c150e-b9e9-4c5d-9cc2-7c254cfaac04,user,¿Las clases son virtuales o presenciales?,14,2026-05-17 23:46:48.357148+00
228,e97c150e-b9e9-4c5d-9cc2-7c254cfaac04,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,43,2026-05-17 23:47:48.357148+00
229,75da7fd5-1fdb-4519-bd81-0b95ff7fd1c3,user,¿Cuánto cuesta el curso de gestión de calidad?,14,2026-05-13 23:46:48.357148+00
230,75da7fd5-1fdb-4519-bd81-0b95ff7fd1c3,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,44,2026-05-13 23:47:48.357148+00
231,75da7fd5-1fdb-4519-bd81-0b95ff7fd1c3,user,¿Tienen cursos de logística y procesos?,11,2026-05-13 23:48:48.357148+00
232,75da7fd5-1fdb-4519-bd81-0b95ff7fd1c3,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",37,2026-05-13 23:49:48.357148+00
233,68c9561a-f679-42cc-891f-6801a0475b3a,user,¿Tienen cursos de logística y procesos?,12,2026-05-31 23:46:48.357148+00
234,68c9561a-f679-42cc-891f-6801a0475b3a,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",35,2026-05-31 23:47:48.357148+00
235,8b3ceb18-19d6-471a-85e5-d39c76c4d699,user,¿El certificado es a nombre de la UNI?,15,2026-05-25 23:46:48.357148+00
236,8b3ceb18-19d6-471a-85e5-d39c76c4d699,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",34,2026-05-25 23:47:48.357148+00
237,4225813d-71a7-4e8d-af2b-e86513fbcf23,user,¿Las clases son virtuales o presenciales?,15,2026-05-28 23:46:48.357148+00
238,4225813d-71a7-4e8d-af2b-e86513fbcf23,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,36,2026-05-28 23:47:48.357148+00
239,4225813d-71a7-4e8d-af2b-e86513fbcf23,user,¿Cuándo empieza el curso de SSOMA?,11,2026-05-28 23:48:48.357148+00
240,4225813d-71a7-4e8d-af2b-e86513fbcf23,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",34,2026-05-28 23:49:48.357148+00
241,c5cdafe1-7f8a-48e8-9f2e-06362efe410a,user,¿Tienen cursos de logística y procesos?,9,2026-05-13 23:46:48.357148+00
242,c5cdafe1-7f8a-48e8-9f2e-06362efe410a,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",32,2026-05-13 23:47:48.357148+00
243,c5cdafe1-7f8a-48e8-9f2e-06362efe410a,user,¿Las clases son virtuales o presenciales?,14,2026-05-13 23:48:48.357148+00
244,c5cdafe1-7f8a-48e8-9f2e-06362efe410a,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,25,2026-05-13 23:49:48.357148+00
245,c5cdafe1-7f8a-48e8-9f2e-06362efe410a,user,¿Qué es el CEE?,13,2026-05-13 23:50:48.357148+00
246,c5cdafe1-7f8a-48e8-9f2e-06362efe410a,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",26,2026-05-13 23:51:48.357148+00
247,c1380e4f-5b03-4101-be51-7b7022fa4325,user,¿Cuánto cuesta el curso de gestión de calidad?,9,2026-05-29 23:46:48.357148+00
248,c1380e4f-5b03-4101-be51-7b7022fa4325,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,41,2026-05-29 23:47:48.357148+00
249,c1380e4f-5b03-4101-be51-7b7022fa4325,user,¿Qué cursos de especialización tienen?,9,2026-05-29 23:48:48.357148+00
250,c1380e4f-5b03-4101-be51-7b7022fa4325,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",44,2026-05-29 23:49:48.357148+00
251,d8794f54-a1da-48ee-a5f1-3200ea0f4719,user,¿Tienen cursos de logística y procesos?,8,2026-05-29 23:46:48.357148+00
252,d8794f54-a1da-48ee-a5f1-3200ea0f4719,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",44,2026-05-29 23:47:48.357148+00
253,d8794f54-a1da-48ee-a5f1-3200ea0f4719,user,¿Cuánto cuesta el curso de gestión de calidad?,8,2026-05-29 23:48:48.357148+00
254,d8794f54-a1da-48ee-a5f1-3200ea0f4719,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,44,2026-05-29 23:49:48.357148+00
255,30508544-19e1-4db7-800d-bf3b577a0303,user,¿Qué cursos de especialización tienen?,11,2026-05-25 23:46:48.357148+00
256,30508544-19e1-4db7-800d-bf3b577a0303,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",39,2026-05-25 23:47:48.357148+00
257,40814d29-383c-4238-a17e-f789140f0a17,user,¿Tienen cursos de logística y procesos?,14,2026-05-30 23:46:48.357148+00
258,40814d29-383c-4238-a17e-f789140f0a17,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",32,2026-05-30 23:47:48.357148+00
259,40814d29-383c-4238-a17e-f789140f0a17,user,¿Cómo me inscribo a un programa?,15,2026-05-30 23:48:48.357148+00
260,40814d29-383c-4238-a17e-f789140f0a17,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,34,2026-05-30 23:49:48.357148+00
262,40814d29-383c-4238-a17e-f789140f0a17,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,38,2026-05-30 23:51:48.357148+00
263,8b90925a-0006-4820-ab9c-6fc87aa57ff1,user,¿Cuándo empieza el curso de SSOMA?,15,2026-05-26 23:46:48.357148+00
264,8b90925a-0006-4820-ab9c-6fc87aa57ff1,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",28,2026-05-26 23:47:48.357148+00
265,8b90925a-0006-4820-ab9c-6fc87aa57ff1,user,¿El certificado es a nombre de la UNI?,13,2026-05-26 23:48:48.357148+00
266,8b90925a-0006-4820-ab9c-6fc87aa57ff1,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",38,2026-05-26 23:49:48.357148+00
267,b1203b1d-af35-4feb-bd14-974173ad28fb,user,¿Cómo me inscribo a un programa?,11,2026-05-30 23:46:48.357148+00
268,b1203b1d-af35-4feb-bd14-974173ad28fb,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,25,2026-05-30 23:47:48.357148+00
269,b1203b1d-af35-4feb-bd14-974173ad28fb,user,¿Las clases son virtuales o presenciales?,11,2026-05-30 23:48:48.357148+00
270,b1203b1d-af35-4feb-bd14-974173ad28fb,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,39,2026-05-30 23:49:48.357148+00
271,4656d1c8-80ac-4b41-a025-2d6e8fb66fb4,user,¿Las clases son virtuales o presenciales?,13,2026-05-16 23:46:48.357148+00
272,4656d1c8-80ac-4b41-a025-2d6e8fb66fb4,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,28,2026-05-16 23:47:48.357148+00
273,408da245-e7c3-49c5-be68-1dd29e6530d6,user,¿Cuánto cuesta el curso de gestión de calidad?,10,2026-05-18 23:47:01.770062+00
274,408da245-e7c3-49c5-be68-1dd29e6530d6,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,36,2026-05-18 23:48:01.770062+00
275,408da245-e7c3-49c5-be68-1dd29e6530d6,user,¿Tienen cursos de logística y procesos?,13,2026-05-18 23:49:01.770062+00
276,408da245-e7c3-49c5-be68-1dd29e6530d6,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",26,2026-05-18 23:50:01.770062+00
277,408da245-e7c3-49c5-be68-1dd29e6530d6,user,¿Las clases son virtuales o presenciales?,8,2026-05-18 23:51:01.770062+00
278,408da245-e7c3-49c5-be68-1dd29e6530d6,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,33,2026-05-18 23:52:01.770062+00
279,8124f2f1-9ebc-41b1-9dee-7b28267839a7,user,¿Cuándo empieza el curso de SSOMA?,8,2026-05-25 23:47:01.770062+00
280,8124f2f1-9ebc-41b1-9dee-7b28267839a7,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",40,2026-05-25 23:48:01.770062+00
281,a209f0c1-a63d-42fc-9f35-b7696d56783e,user,¿Tienen cursos de logística y procesos?,14,2026-05-13 23:47:01.770062+00
282,a209f0c1-a63d-42fc-9f35-b7696d56783e,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",30,2026-05-13 23:48:01.770062+00
283,f8dd357f-4f81-4b09-a45a-3997657e80e2,user,¿Cómo me inscribo a un programa?,15,2026-05-25 23:47:01.770062+00
284,f8dd357f-4f81-4b09-a45a-3997657e80e2,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,25,2026-05-25 23:48:01.770062+00
285,40c0856c-8740-436f-8ee2-bacba3c03203,user,¿Tienen cursos de logística y procesos?,12,2026-06-04 23:47:01.770062+00
286,40c0856c-8740-436f-8ee2-bacba3c03203,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",28,2026-06-04 23:48:01.770062+00
287,40c0856c-8740-436f-8ee2-bacba3c03203,user,¿Cuánto cuesta el curso de gestión de calidad?,10,2026-06-04 23:49:01.770062+00
288,40c0856c-8740-436f-8ee2-bacba3c03203,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,44,2026-06-04 23:50:01.770062+00
289,40c0856c-8740-436f-8ee2-bacba3c03203,user,¿Cuándo empieza el curso de SSOMA?,8,2026-06-04 23:51:01.770062+00
290,40c0856c-8740-436f-8ee2-bacba3c03203,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",31,2026-06-04 23:52:01.770062+00
291,cad7eef6-44ff-454c-bfcd-28508dad7c9c,user,¿Qué es el CEE?,12,2026-05-25 23:47:01.770062+00
292,cad7eef6-44ff-454c-bfcd-28508dad7c9c,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",40,2026-05-25 23:48:01.770062+00
293,cad7eef6-44ff-454c-bfcd-28508dad7c9c,user,¿Cuándo empieza el curso de SSOMA?,11,2026-05-25 23:49:01.770062+00
294,cad7eef6-44ff-454c-bfcd-28508dad7c9c,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",42,2026-05-25 23:50:01.770062+00
295,cad7eef6-44ff-454c-bfcd-28508dad7c9c,user,¿El certificado es a nombre de la UNI?,8,2026-05-25 23:51:01.770062+00
296,cad7eef6-44ff-454c-bfcd-28508dad7c9c,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",32,2026-05-25 23:52:01.770062+00
297,7aebecbe-f9b8-437c-85f8-f29eadc440e1,user,¿Cómo me inscribo a un programa?,15,2026-05-30 23:47:01.770062+00
298,7aebecbe-f9b8-437c-85f8-f29eadc440e1,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,34,2026-05-30 23:48:01.770062+00
299,7aebecbe-f9b8-437c-85f8-f29eadc440e1,user,¿Las clases son virtuales o presenciales?,10,2026-05-30 23:49:01.770062+00
300,7aebecbe-f9b8-437c-85f8-f29eadc440e1,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,27,2026-05-30 23:50:01.770062+00
301,c0000be9-16c2-48c2-af9c-a7137f946443,user,¿Qué es el CEE?,8,2026-06-01 23:47:01.770062+00
302,c0000be9-16c2-48c2-af9c-a7137f946443,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",36,2026-06-01 23:48:01.770062+00
303,c0000be9-16c2-48c2-af9c-a7137f946443,user,¿Cuándo empieza el curso de SSOMA?,8,2026-06-01 23:49:01.770062+00
304,c0000be9-16c2-48c2-af9c-a7137f946443,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",38,2026-06-01 23:50:01.770062+00
305,c0000be9-16c2-48c2-af9c-a7137f946443,user,¿Las clases son virtuales o presenciales?,10,2026-06-01 23:51:01.770062+00
306,c0000be9-16c2-48c2-af9c-a7137f946443,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,38,2026-06-01 23:52:01.770062+00
307,ae657f8d-68a2-4399-b41f-636e629508e4,user,¿El certificado es a nombre de la UNI?,15,2026-05-23 23:47:01.770062+00
308,ae657f8d-68a2-4399-b41f-636e629508e4,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",34,2026-05-23 23:48:01.770062+00
309,ad18d5f7-f739-44d2-b2c9-78c2a3e176ef,user,¿Cuándo empieza el curso de SSOMA?,10,2026-06-06 23:47:01.770062+00
310,ad18d5f7-f739-44d2-b2c9-78c2a3e176ef,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",26,2026-06-06 23:48:01.770062+00
311,ad18d5f7-f739-44d2-b2c9-78c2a3e176ef,user,¿Cuánto cuesta el curso de gestión de calidad?,13,2026-06-06 23:49:01.770062+00
312,ad18d5f7-f739-44d2-b2c9-78c2a3e176ef,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,39,2026-06-06 23:50:01.770062+00
313,22fc1f4e-37fe-4146-9b5f-04757a1e1cab,user,¿Qué es el CEE?,10,2026-05-30 23:47:01.770062+00
314,22fc1f4e-37fe-4146-9b5f-04757a1e1cab,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",34,2026-05-30 23:48:01.770062+00
316,22fc1f4e-37fe-4146-9b5f-04757a1e1cab,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,39,2026-05-30 23:50:01.770062+00
317,22fc1f4e-37fe-4146-9b5f-04757a1e1cab,user,¿Cuánto cuesta el curso de gestión de calidad?,15,2026-05-30 23:51:01.770062+00
318,22fc1f4e-37fe-4146-9b5f-04757a1e1cab,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,43,2026-05-30 23:52:01.770062+00
319,808d1bab-7f84-44db-acd8-a7800782423a,user,¿Cómo me inscribo a un programa?,9,2026-06-01 23:47:01.770062+00
320,808d1bab-7f84-44db-acd8-a7800782423a,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,44,2026-06-01 23:48:01.770062+00
321,808d1bab-7f84-44db-acd8-a7800782423a,user,¿Cómo me inscribo a un programa?,13,2026-06-01 23:49:01.770062+00
322,808d1bab-7f84-44db-acd8-a7800782423a,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,43,2026-06-01 23:50:01.770062+00
323,1cfa3c95-df35-4bcf-80ac-9506240ecad8,user,¿Qué es el CEE?,15,2026-06-02 23:47:01.770062+00
324,1cfa3c95-df35-4bcf-80ac-9506240ecad8,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",34,2026-06-02 23:48:01.770062+00
325,1cfa3c95-df35-4bcf-80ac-9506240ecad8,user,¿Qué es el CEE?,14,2026-06-02 23:49:01.770062+00
